x	y
1234	-52.0000
1235	-48.0000
1236	-44.0000
1237	-54.0000
1238	-48.0000
1239	-50.0000
1240	-48.0000
1241	-46.0000
1242	-46.0000
1243	-48.0000
1244	-50.0000
1245	-50.0000
1246	-46.0000
1247	-48.0000
1248	-54.0000
1249	-50.0000
1250	-48.0000
1251	-48.0000
1252	-50.0000
1253	-52.0000
1254	-48.0000
1255	-50.0000
1256	-52.0000
1257	-50.0000
1258	-48.0000
1259	-50.0000
1260	-46.0000
1261	-48.0000
1262	-50.0000
1263	-50.0000
1264	-50.0000
1265	-52.0000
1266	-46.0000
1267	-48.0000
1268	-48.0000
1269	-48.0000
1270	-50.0000
1271	-46.0000
1272	-46.0000
1273	-50.0000
1274	-50.0000
1275	-50.0000
1276	-44.0000
1277	-46.0000
1278	-50.0000
1279	-48.0000
1280	-50.0000
1281	-46.0000
1282	-44.0000
1283	-48.0000
1284	-48.0000
1285	-50.0000
1286	-48.0000
1287	-46.0000
1288	-52.0000
1289	-48.0000
1290	-44.0000
1291	-50.0000
1292	-50.0000
1293	-52.0000
1294	-52.0000
1295	-52.0000
1296	-46.0000
1297	-48.0000
1298	-48.0000
1299	-50.0000
1300	-48.0000
1301	-48.0000
1302	-50.0000
1303	-46.0000
1304	-48.0000
1305	-50.0000
1306	-48.0000
1307	-52.0000
1308	-48.0000
1309	-48.0000
1310	-48.0000
1311	-50.0000
1312	-50.0000
1313	-50.0000
1314	-48.0000
1315	-48.0000
1316	-48.0000
1317	-50.0000
1318	-48.0000
1319	-48.0000
1320	-48.0000
1321	-46.0000
1322	-50.0000
1323	-50.0000
1324	-50.0000
1325	-50.0000
1326	-44.0000
1327	-50.0000
1328	-54.0000
1329	-50.0000
1330	-54.0000
1331	-44.0000
1332	-50.0000
1333	-50.0000
1334	-50.0000
1335	-54.0000
1336	-52.0000
1337	-48.0000
1338	-50.0000
1339	-48.0000
1340	-48.0000
1341	-44.0000
1342	-50.0000
1343	-48.0000
1344	-50.0000
1345	-50.0000
1346	-48.0000
1347	-50.0000
1348	-48.0000
1349	-50.0000
1350	-50.0000
1351	-54.0000
1352	-50.0000
1353	-52.0000
1354	-50.0000
1355	-50.0000
1356	-46.0000
1357	-48.0000
1358	-48.0000
1359	-50.0000
1360	-54.0000
1361	-46.0000
1362	-50.0000
1363	-46.0000
1364	-42.0000
1365	-50.0000
1366	-52.0000
1367	-50.0000
1368	-50.0000
1369	-48.0000
1370	-48.0000
1371	-48.0000
1372	-50.0000
1373	-52.0000
1374	-48.0000
1375	-46.0000
1376	-52.0000
1377	-50.0000
1378	-50.0000
1379	-46.0000
1380	-52.0000
1381	-48.0000
1382	-44.0000
1383	-50.0000
1384	-48.0000
1385	-50.0000
1386	-50.0000
1387	-54.0000
1388	-50.0000
1389	-48.0000
1390	-50.0000
1391	-52.0000
1392	-48.0000
1393	-46.0000
1394	-48.0000
1395	-48.0000
1396	-48.0000
1397	-46.0000
1398	-48.0000
1399	-48.0000
1400	-50.0000
1401	-48.0000
1402	-50.0000
1403	-54.0000
1404	-48.0000
1405	-44.0000
1406	-50.0000
1407	-46.0000
1408	-54.0000
1409	-48.0000
1410	-46.0000
1411	-46.0000
1412	-48.0000
1413	-44.0000
1414	-48.0000
1415	-50.0000
1416	-50.0000
1417	-50.0000
1418	-46.0000
1419	-48.0000
1420	-50.0000
1421	-54.0000
1422	-54.0000
1423	-46.0000
1424	-46.0000
1425	-50.0000
1426	-54.0000
1427	-48.0000
1428	-52.0000
1429	-46.0000
1430	-48.0000
1431	-50.0000
1432	-50.0000
1433	-52.0000
1434	-48.0000
1435	-50.0000
1436	-48.0000
1437	-46.0000
1438	-46.0000
1439	-50.0000
1440	-48.0000
1441	-46.0000
1442	-52.0000
1443	-48.0000
1444	-48.0000
1445	-48.0000
1446	-50.0000
1447	-48.0000
1448	-46.0000
1449	-46.0000
1450	-50.0000
1451	-50.0000
1452	-50.0000
1453	-48.0000
1454	-44.0000
1455	-50.0000
1456	-50.0000
1457	-54.0000
1458	-48.0000
1459	-46.0000
1460	-50.0000
1461	-50.0000
1462	-48.0000
1463	-50.0000
1464	-50.0000
1465	-50.0000
1466	-50.0000
1467	-50.0000
1468	-50.0000
1469	-46.0000
1470	-52.0000
1471	-44.0000
1472	-50.0000
1473	-50.0000
1474	-46.0000
1475	-50.0000
1476	-50.0000
1477	-48.0000
1478	-50.0000
1479	-50.0000
1480	-48.0000
1481	-48.0000
1482	-54.0000
1483	-52.0000
1484	-48.0000
1485	-50.0000
1486	-50.0000
1487	-52.0000
1488	-52.0000
1489	-46.0000
1490	-54.0000
1491	-48.0000
1492	-44.0000
1493	-54.0000
1494	-50.0000
1495	-48.0000
1496	-44.0000
1497	-46.0000
1498	-44.0000
1499	-50.0000
1500	-52.0000
1501	-52.0000
1502	-50.0000
1503	-50.0000
1504	-48.0000
1505	-50.0000
1506	-48.0000
1507	-46.0000
1508	-48.0000
1509	-50.0000
1510	-50.0000
1511	-50.0000
1512	-50.0000
1513	-46.0000
1514	-48.0000
1515	-50.0000
1516	-48.0000
1517	-48.0000
1518	-50.0000
1519	-54.0000
1520	-48.0000
1521	-46.0000
1522	-44.0000
1523	-48.0000
1524	-50.0000
1525	-48.0000
1526	-50.0000
1527	-48.0000
1528	-50.0000
1529	-44.0000
1530	-48.0000
1531	-54.0000
1532	-48.0000
1533	-42.0000
1534	-56.0000
1535	-46.0000
1536	-54.0000
1537	-50.0000
1538	-46.0000
1539	-48.0000
1540	-50.0000
1541	-42.0000
1542	-48.0000
1543	-48.0000
1544	-52.0000
1545	-48.0000
1546	-50.0000
1547	-48.0000
1548	-50.0000
1549	-54.0000
1550	-54.0000
1551	-50.0000
1552	-42.0000
1553	-50.0000
1554	-48.0000
1555	-48.0000
1556	-46.0000
1557	-48.0000
1558	-50.0000
1559	-50.0000
1560	-48.0000
1561	-50.0000
1562	-50.0000
1563	-48.0000
1564	-48.0000
1565	-52.0000
1566	-50.0000
1567	-48.0000
1568	-54.0000
1569	-48.0000
1570	-46.0000
1571	-46.0000
1572	-48.0000
1573	-44.0000
1574	-48.0000
1575	-44.0000
1576	-50.0000
1577	-42.0000
1578	-52.0000
1579	-50.0000
1580	-48.0000
1581	-50.0000
1582	-48.0000
1583	-48.0000
1584	-50.0000
1585	-48.0000
1586	-50.0000
1587	-48.0000
1588	-50.0000
1589	-50.0000
1590	-52.0000
1591	-52.0000
1592	-48.0000
1593	-52.0000
1594	-50.0000
1595	-50.0000
1596	-52.0000
1597	-46.0000
1598	-50.0000
1599	-46.0000
1600	-50.0000
1601	-52.0000
1602	-50.0000
1603	-54.0000
1604	-50.0000
1605	-48.0000
1606	-50.0000
1607	-56.0000
1608	-48.0000
1609	-48.0000
1610	-52.0000
1611	-50.0000
1612	-44.0000
1613	-48.0000
1614	-44.0000
1615	-52.0000
1616	-50.0000
1617	-48.0000
1618	-50.0000
1619	-46.0000
1620	-40.0000
1621	-50.0000
1622	-46.0000
1623	-52.0000
1624	-48.0000
1625	-50.0000
1626	-48.0000
1627	-48.0000
1628	-48.0000
1629	-50.0000
1630	-50.0000
1631	-44.0000
1632	-50.0000
1633	-50.0000
1634	-46.0000
1635	-48.0000
1636	-52.0000
1637	-48.0000
1638	-48.0000
1639	-50.0000
1640	-50.0000
1641	-46.0000
1642	-50.0000
1643	-50.0000
1644	-48.0000
1645	-50.0000
1646	-50.0000
1647	-52.0000
1648	-48.0000
1649	-46.0000
1650	-50.0000
1651	-50.0000
1652	-50.0000
1653	-46.0000
1654	-48.0000
1655	-50.0000
1656	-52.0000
1657	-50.0000
1658	-50.0000
1659	-52.0000
1660	-48.0000
1661	-40.0000
1662	-52.0000
1663	-48.0000
1664	-54.0000
